flightNo,airline,departureTime,arrivalTime,firstCount,busCount,econCount,windowCount,aisleCount,totalSeats, SourceAirport, DestAirport
29,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'APG', 'ABQ'
50,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIB', 'ALZ'
51,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALZ', 'AIB'
70,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKC', 'AAF'
71,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AAF', 'AKC'
82,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ABY', 'ATO'
83,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ATO', 'ABY'
112,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'NAB', 'AKP'
113,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AKP', 'NAB'
162,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'NDV', 'AOS'
163,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AOS', 'NDV'
174,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANV', 'ALZ'
175,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALZ', 'ANV'
178,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABQ', 'ALI'
179,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALI', 'ABQ'
210,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXG', 'AQY'
211,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AQY', 'AXG'
250,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AXX', 'AED'
251,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AED', 'AXX'
252,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXG', 'ANY'
253,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANY', 'AXG'
302,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CAK', 'AIV'
303,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIV', 'CAK'
346,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ARB', 'OTS'
347,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'OTS', 'ARB'
368,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'JLH', 'NAB'
369,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'NAB', 'JLH'
370,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'WKK', 'ADT'
371,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ADT', 'WKK'
372,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATE', 'MMI'
373,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'MMI', 'ATE'
400,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'TDW', 'ABR'
401,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ABR', 'TDW'
424,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'RFK', 'ALS'
425,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALS', 'RFK'
442,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'OTS', 'AXX'
443,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXX', 'OTS'
478,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'APG', 'AEL'
479,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AEL', 'APG'
516,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'KKI', 'AKI'
517,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKI', 'KKI'
534,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'QAW', 'ABY'
535,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABY', 'QAW'
568,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ASY', 'AMW'
569,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AMW', 'ASY'
610,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANP', 'AXG'
611,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXG', 'ANP'
620,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AST', 'OTS'
621,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'OTS', 'AST'
658,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALM', 'CVO'
659,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'CVO', 'ALM'
670,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AYZ', 'HMN'
671,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'HMN', 'AYZ'
704,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'KKI', 'WKK'
705,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'WKK', 'KKI'
708,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANB', 'ALI'
709,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALI', 'ANB'
716,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AKP', 'AHF'
717,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AHF', 'AKP'
740,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'HMN', 'AXG'
741,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXG', 'HMN'
754,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AAF', 'ARX'
755,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARX', 'AAF'
762,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AMW', 'ATS'
763,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATS', 'AMW'
810,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AHD', 'DYS'
811,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'DYS', 'AHD'
812,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ARB', 'CAK'
813,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'CAK', 'ARB'
814,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANB', 'NGZ'
815,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'NGZ', 'ANB'
862,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANQ', 'AXX'
863,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AXX', 'ANQ'
906,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARC', 'RFK'
907,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'RFK', 'ARC'
932,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'NDV', 'ASY'
933,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASY', 'NDV'
950,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALE', 'AIB'
951,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIB', 'ALE'
970,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ASE', 'AOS'
971,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AOS', 'ASE'
1012,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXS', 'VJI'
1013,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'VJI', 'AXS'
1020,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'MRI', 'AXG'
1021,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AXG', 'MRI'
1070,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADK', 'ABR'
1071,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ABR', 'ADK'
1114,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AEX', 'NDV'
1115,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'NDV', 'AEX'
1132,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AOS', 'MRI'
1133,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'MRI', 'AOS'
1144,6,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALS', 'AEL'
1145,6,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AEL', 'ALS'
1154,6,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AIK', 'AIB'
1155,6,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AIB', 'AIK'
1194,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AAF', 'AXG'
1195,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXG', 'AAF'
44,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKI', 'ABR'
45,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABR', 'AKI'
58,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ASX', 'AST'
59,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AST', 'ASX'
68,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'EDF', 'AFO'
69,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AFO', 'EDF'
76,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ARB', 'ABL'
77,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABL', 'ARB'
114,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ARB', 'ADK'
115,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADK', 'ARB'
118,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AKK', 'ANW'
119,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANW', 'AKK'
120,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AKI', 'ALX'
121,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALX', 'AKI'
122,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'KKI', 'ANN'
123,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANN', 'KKI'
152,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXG', 'MRI'
153,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'MRI', 'AXG'
188,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AND', 'ALZ'
189,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALZ', 'AND'
230,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'NGZ', 'ABY'
231,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABY', 'NGZ'
250,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AXS', 'ATS'
251,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATS', 'AXS'
294,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AET', 'AKP'
295,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKP', 'AET'
312,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AIV', 'ALE'
313,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALE', 'AIV'
316,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AST', 'AKI'
317,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKI', 'AST'
336,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXG', 'AUK'
337,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AUK', 'AXG'
370,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'QAW', 'ATW'
371,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATW', 'QAW'
398,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'JLH', 'AET'
399,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AET', 'JLH'
408,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AMN', 'ADG'
409,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADG', 'AMN'
454,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'KQA', 'ADK'
455,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ADK', 'KQA'
484,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALX', 'AKK'
485,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKK', 'ALX'
492,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'OTS', 'NAB'
493,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'NAB', 'OTS'
542,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'WKK', 'ANC'
543,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANC', 'WKK'
560,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ATW', 'ASE'
561,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ASE', 'ATW'
570,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'OTS', 'ADG'
571,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ADG', 'OTS'
614,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AIA', 'AMW'
615,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AMW', 'AIA'
662,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ATS', 'AKO'
663,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKO', 'ATS'
670,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANA', 'ADR'
671,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ADR', 'ANA'
714,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARC', 'ALM'
715,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALM', 'ARC'
720,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AED', 'KQA'
721,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'KQA', 'AED'
722,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AST', 'CAK'
723,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'CAK', 'AST'
736,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ARX', 'ABY'
737,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABY', 'ARX'
754,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABR', 'MMI'
755,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MMI', 'ABR'
792,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AIA', 'NGZ'
793,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'NGZ', 'AIA'
812,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AND', 'AXN'
813,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXN', 'AND'
818,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AXN', 'AEX'
819,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AEX', 'AXN'
844,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MMI', 'AOS'
845,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AOS', 'MMI'
854,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'KQA', 'APN'
855,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'APN', 'KQA'
856,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'LTS', 'TDW'
857,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'TDW', 'LTS'
898,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AYZ', 'MRI'
899,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MRI', 'AYZ'
942,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AKP', 'AIB'
943,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AIB', 'AKP'
948,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AKK', 'OTS'
949,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'OTS', 'AKK'
980,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AUK', 'AIA'
981,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AIA', 'AUK'
1030,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AED', 'AXS'
1031,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AXS', 'AED'
1070,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AET', 'ARB'
1071,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ARB', 'AET'
1080,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHF', 'AGN'
1081,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AGN', 'AHF'
1096,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABI', 'EDF'
1097,7,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'EDF', 'ABI'
1118,7,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'MMI', 'AKI'
1119,7,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKI', 'MMI'
1126,7,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AKI', 'ESF'
1127,7,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ESF', 'AKI'
1138,7,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'VJI', 'ESF'
1139,7,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ESF', 'VJI'
42,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABY', 'ALM'
43,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALM', 'ABY'
88,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'KQA', 'AMW'
89,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AMW', 'KQA'
132,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKK', 'AIK'
133,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AIK', 'AKK'
170,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'LTS', 'EDF'
171,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'EDF', 'LTS'
174,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'DYS', 'ABQ'
175,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ABQ', 'DYS'
210,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'CAK', 'ANP'
211,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANP', 'CAK'
246,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AIK', 'AST'
247,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AST', 'AIK'
292,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'QAW', 'DYS'
293,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'DYS', 'QAW'
336,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'KKI', 'ALE'
337,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALE', 'KKI'
372,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHF', 'AKC'
373,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKC', 'AHF'
420,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKP', 'ADT'
421,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADT', 'AKP'
468,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'HMN', 'AGN'
469,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AGN', 'HMN'
512,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ABQ', 'ADK'
513,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ADK', 'ABQ'
536,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKC', 'ANV'
537,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANV', 'AKC'
542,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABQ', 'NGZ'
543,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'NGZ', 'ABQ'
576,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AIV', 'AMA'
577,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AMA', 'AIV'
588,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AEX', 'AXN'
589,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AXN', 'AEX'
604,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ASY', 'ASE'
605,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ASE', 'ASY'
640,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ABQ', 'AOS'
641,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AOS', 'ABQ'
652,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHF', 'AHD'
653,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHD', 'AHF'
670,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASY', 'CVO'
671,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CVO', 'ASY'
714,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'JLH', 'AAF'
715,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AAF', 'JLH'
726,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ACV', 'ASY'
727,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ASY', 'ACV'
736,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ACV', 'ABQ'
737,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABQ', 'ACV'
752,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AEL', 'ATE'
753,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATE', 'AEL'
792,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANY', 'ANP'
793,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANP', 'ANY'
832,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AAF', 'MMI'
833,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'MMI', 'AAF'
836,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'APN', 'ALB'
